Customer ID,Customer Name,Segment,Orders,Revenue,Profit,Units,Last_Order,First_Order,Recency Days,AOV,Revenue Contribution %,R_Score,F_Score,M_Score,RFM Score,RFM Segment
CR-12625,Corey Roper,Home Office,3,475.9,144.7594,14,2016-09-16,2014-06-01,470,158.63333333333333,0.00020716516706242679,1,1,1,111,Lost / Low Value
CR-12730,Craig Reiter,Consumer,4,1600.55,306.9176,18,2017-10-13,2014-08-20,78,400.1375,0.0006967392480390149,3,1,2,312,New / Promising
CR-12820,Cyra Reiten,Home Office,3,1397.8724,83.27029999999999,26,2017-10-06,2015-01-24,85,465.9574666666667,0.0006085111773018606,3,1,2,312,New / Promising
CS-11845,Cari Sayre,Corporate,5,1278.954,185.3776,22,2017-09-30,2014-12-14,91,255.7908,0.0005567445242176066,3,2,2,322,New / Promising
CS-11860,Cari Schnelling,Consumer,6,537.632,105.8275,16,2017-07-21,2014-05-02,162,89.60533333333332,0.0002340378716077046,2,3,1,231,New / Promising
CS-11950,Carlos Soltero,Consumer,11,3036.547,-126.4223,68,2017-12-05,2014-06-08,25,276.0497272727273,0.0013218465361376568,5,5,4,554,Champions
CS-12130,Chad Sievert,Consumer,4,884.64,143.8339,28,2016-08-28,2014-08-05,489,221.16,0.00038509475391911165,1,1,1,111,Lost / Low Value
CS-12175,Charles Sheldon,Corporate,5,844.4580000000001,113.1405,30,2017-05-12,2014-08-12,232,168.8916,0.000367603031408285,1,2,1,121,At Risk
CS-12250,Chris Selesnick,Corporate,12,2754.216,738.3626,97,2017-12-04,2014-01-13,26,229.518,0.0011989443533641708,5,5,4,554,Champions
CS-12355,Christine Sundaresam,Consumer,11,3202.1620000000003,831.9432,74,2017-12-24,2014-08-15,6,291.1056363636364,0.0013939407978376859,5,5,4,554,Champions
CS-12400,Christopher Schild,Home Office,9,3651.8585000000003,-342.80330000000004,47,2017-12-28,2014-09-26,2,405.7620555555556,0.001589699256652329,5,5,4,554,Champions
CS-12460,Chuck Sachs,Consumer,2,550.644,156.2593,13,2017-12-03,2017-07-03,27,275.322,0.00023970215644446928,4,1,1,411,New / Promising
CS-12490,Cindy Schnelling,Corporate,4,1077.2285,-302.8761,33,2016-11-01,2015-01-12,424,269.307125,0.0004689309144082946,1,1,2,112,At Risk
CS-12505,Cindy Stewart,Consumer,6,5690.054999999999,-6626.389499999999,40,2017-11-02,2014-03-26,58,948.3424999999999,0.002476951449189739,3,3,5,335,Loyal Customers
CT-11995,Carol Triggs,Consumer,8,3241.898,161.22629999999995,60,2017-09-25,2014-05-07,96,405.23725,0.0014112383710219527,3,4,4,344,Loyal Customers
CV-12295,Christina VanderZanden,Consumer,5,2830.6279999999997,493.0861,54,2017-04-20,2014-03-28,254,566.1256,0.0012322074438150515,1,2,4,124,New / Promising
CV-12805,Cynthia Voltz,Corporate,9,2370.3136,98.99749999999999,62,2017-12-25,2016-05-09,5,263.36817777777776,0.0010318268815598703,5,5,3,553,Champions
CW-11905,Carl Weiss,Home Office,6,1136.592,370.8298,40,2017-12-08,2014-06-09,22,189.43200000000002,0.0004947725815545657,5,3,2,532,Loyal Customers
CY-12745,Craig Yedwab,Corporate,8,2900.026,60.64670000000001,43,2017-10-31,2014-12-12,60,362.50325,0.0012624172531527239,3,4,4,344,Loyal Customers
Co-12640,Corey-Lock,Consumer,5,1300.076,205.62820000000002,30,2016-06-29,2014-06-20,549,260.0152,0.0005659391925485429,1,2,2,122,At Risk
DA-13450,Dianna Arnett,Home Office,4,156.76,56.7904,27,2017-01-12,2014-04-25,352,39.19,6.823957047427196e-05,1,1,1,111,Lost / Low Value
DB-12910,Daniel Byrd,Home Office,8,2171.599,431.3748,47,2017-12-09,2014-10-24,21,271.449875,0.000945323953829794,5,4,3,543,Loyal Customers
DB-12970,Darren Budd,Corporate,5,2839.2272,213.00289999999998,43,2017-05-03,2014-11-12,241,567.8454399999999,0.001235950782131091,1,2,4,124,New / Promising
DB-13060,Dave Brooks,Consumer,7,4531.646,473.0272,48,2017-12-14,2014-03-01,16,647.3779999999999,0.001972681657192221,5,3,5,535,Champions
DB-13120,David Bremer,Corporate,7,2973.094,-1421.7692,59,2017-11-12,2015-05-01,48,424.7277142857143,0.001294224658966797,4,3,4,434,Loyal Customers
DB-13210,Dean Braden,Consumer,10,2332.577,169.9679,75,2017-12-21,2015-03-22,9,233.25770000000003,0.0010153996719709484,5,5,3,553,Champions
DB-13270,Deborah Brumfield,Home Office,8,4655.897,841.8263999999999,52,2017-11-07,2014-02-04,53,581.987125,0.002026769657134801,4,4,5,445,Champions
DB-13360,Dennis Bolton,Home Office,5,1081.466,291.0085,28,2017-04-10,2014-11-19,264,216.29319999999998,0.000470775550666809,1,2,2,122,At Risk
DB-13405,Denny Blanton,Consumer,4,1711.692,438.9092,62,2017-06-26,2015-08-08,187,427.923,0.000745120737842865,2,1,2,212,At Risk
DB-13555,Dorothy Badders,Corporate,7,3908.8028,109.32700000000001,61,2017-09-14,2014-04-21,107,558.4004,0.0017015502943393184,2,3,4,234,Potential Loyalists
DB-13615,Doug Bickford,Consumer,7,1989.05,438.80119999999994,41,2017-11-27,2014-09-30,33,284.15,0.0008658581120939693,4,3,3,433,Loyal Customers
DB-13660,Duane Benoit,Consumer,7,1155.202,177.67350000000002,33,2017-12-18,2014-06-17,12,165.02885714285713,0.0005028737451583306,5,3,2,532,Loyal Customers
DC-12850,Dan Campbell,Consumer,9,3336.168,-1441.6312999999998,64,2017-11-23,2014-07-05,37,370.68533333333335,0.0014522752701582734,4,5,4,454,Champions
DC-13285,Debra Catini,Consumer,5,1174.618,132.06820000000002,37,2017-12-07,2014-12-29,23,234.9236,0.0005113257705495558,5,2,2,522,Potential Loyalists
DD-13570,Dorothy Dickinson,Consumer,6,269.542,36.4344,33,2017-11-19,2014-03-31,41,44.92366666666666,0.00011733497260000134,4,3,1,431,Potential Loyalists
DE-13255,Deanra Eno,Home Office,5,2550.874,464.47139999999996,38,2016-01-11,2014-08-22,719,510.17479999999995,0.001110427061074177,1,2,3,123,New / Promising
DF-13135,David Flashing,Consumer,3,2390.534,-259.3097,23,2016-01-30,2014-10-04,700,796.8446666666667,0.0010406290722387295,1,1,3,113,At Risk
DG-13300,Deirdre Greer,Corporate,5,3195.818,562.7761,39,2017-11-28,2014-11-01,32,639.1636000000001,0.0013911791760267088,4,2,4,424,Loyal Customers
DH-13075,Dave Hallsten,Corporate,6,4932.872,1193.7404,81,2017-03-28,2014-11-21,277,822.1453333333334,0.002147340306740003,1,3,5,135,Potential Loyalists
DH-13675,Duane Huffman,Home Office,4,1043.096,116.667,41,2015-11-15,2014-08-12,776,260.774,0.0004540726142091808,1,1,2,112,At Risk
DJ-13420,Denny Joy,Corporate,4,2012.52,483.03499999999997,20,2016-04-02,2014-12-08,637,503.13,0.000876074893919889,1,1,3,113,At Risk
DJ-13510,Don Jones,Corporate,8,2501.6879999999996,345.2521,52,2017-11-12,2014-08-17,48,312.71099999999996,0.001089015785791276,4,4,3,443,Loyal Customers
DJ-13630,Doug Jacobs,Consumer,3,3356.398,731.5644,43,2017-12-18,2015-12-14,12,1118.7993333333334,0.0014610816398360899,5,1,4,514,Loyal Customers
DK-12835,Damala Kotsonis,Corporate,12,3256.48,881.1228000000001,86,2017-12-09,2014-03-26,21,271.37333333333333,0.0014175860963131994,5,5,4,554,Champions
DK-12895,Dana Kaydos,Consumer,5,4282.176,937.6496,65,2017-11-15,2015-03-08,45,856.4352000000001,0.001864084274912197,4,2,4,424,Loyal Customers
DK-12985,Darren Koutras,Consumer,5,1687.04,-107.35379999999998,32,2017-12-23,2014-11-24,7,337.408,0.0007343894167703225,5,2,2,522,Potential Loyalists
DK-13090,Dave Kipp,Consumer,7,2650.557,536.3935,33,2017-11-18,2015-03-02,42,378.65099999999995,0.0011538203061850908,4,3,3,433,Loyal Customers
DK-13150,David Kendrick,Corporate,2,797.832,249.9447,20,2017-12-20,2014-12-05,10,398.916,0.00034730615584734206,5,1,1,511,New / Promising
DK-13225,Dean Katz,Corporate,9,4802.394,209.89940000000004,70,2017-12-20,2014-03-14,10,533.5993333333333,0.0020905416165362387,5,5,5,555,Champions
DK-13375,Dennis Kane,Consumer,8,3318.486,377.0799,77,2017-12-11,2014-09-07,19,414.81075,0.0014445780764537179,5,4,4,544,Champions
DL-12865,Dan Lawera,Consumer,8,1503.112,322.2449,51,2017-09-21,2014-06-29,100,187.889,0.0006543232792467713,3,4,2,342,Potential Loyalists
DL-12925,Daniel Lacy,Consumer,6,3272.2,4.213200000000029,43,2017-11-03,2014-09-09,57,545.3666666666667,0.0014244292071058477,3,3,4,334,Loyal Customers
DL-13315,Delfina Latchford,Consumer,8,1458.258,288.8732,74,2017-12-08,2014-01-16,22,182.28225,0.0006347977772433712,5,4,2,542,Loyal Customers
DL-13330,Denise Leinenbach,Consumer,4,585.02,222.6812,32,2017-11-03,2014-06-23,57,146.255,0.0002546664552108866,3,1,1,311,At Risk
DL-13495,Dionis Lloyd,Corporate,8,3539.322,-52.78799999999997,33,2017-10-15,2015-12-25,76,442.41525,0.0015407107237186857,3,4,4,344,Loyal Customers
DM-12955,Dario Medina,Corporate,7,1322.034,108.7583,28,2017-09-07,2014-09-30,114,188.86200000000002,0.0005754977820386811,2,3,2,232,New / Promising
DM-13015,Darrin Martin,Consumer,7,6345.103,1677.3931,87,2017-11-03,2014-09-14,57,906.4432857142857,0.0027621019605448736,3,3,5,335,Loyal Customers
DM-13345,Denise Monton,Corporate,8,4074.4719999999998,1319.0586,41,2017-12-08,2014-11-03,22,509.30899999999997,0.0017736681499709605,5,4,4,544,Champions
DM-13525,Don Miller,Corporate,3,1376.792,199.7688,33,2016-09-05,2014-07-05,481,458.93066666666664,0.0005993346179664061,1,1,2,112,At Risk
DN-13690,Duane Noonan,Consumer,7,2139.79,540.5405000000001,41,2017-05-27,2014-09-20,217,305.6842857142857,0.0009314771019720744,2,3,3,233,Potential Loyalists
DO-13435,Denny Ordway,Consumer,9,1300.0315,-38.90860000000001,48,2017-08-19,2014-10-03,133,144.44794444444446,0.0005659198211471261,2,5,2,252,Potential Loyalists
DO-13645,Doug O'Connell,Consumer,7,1267.316,294.0676,36,2017-12-04,2015-11-07,26,181.04514285714285,0.0005516783586066116,5,3,2,532,Loyal Customers
DP-13000,Darren Powers,Consumer,9,1050.636,241.4524,58,2017-08-26,2014-01-03,126,116.73733333333332,0.0004573548696402602,2,5,2,252,Potential Loyalists
DP-13105,Dave Poirier,Corporate,8,2215.002,563.1761,63,2017-12-24,2015-08-22,6,276.87525,0.0009642178175532873,5,4,3,543,Loyal Customers
DP-13165,David Philippe,Consumer,2,1058.616,-40.93759999999999,20,2015-10-10,2014-12-02,812,529.308,0.00046082866252355114,1,1,2,112,At Risk
DP-13390,Dennis Pardue,Home Office,9,5480.723999999999,1571.8318,50,2017-01-06,2014-07-05,358,608.9693333333332,0.0023858270709877115,1,5,5,155,Loyal Customers
DR-12880,Dan Reichenbach,Corporate,9,6528.034000000001,1641.8613,103,2017-12-27,2015-09-25,3,725.3371111111112,0.0028417340916142095,5,5,5,555,Champions
DR-12940,Daniel Raglin,Home Office,8,8350.868,2869.0759999999996,57,2017-11-10,2014-03-28,50,1043.8585,0.0036352363192609246,4,4,5,445,Champions
DS-13030,Darrin Sayre,Home Office,4,1762.213,193.3319,54,2017-09-28,2014-07-09,93,440.55325,0.0007671131551682713,3,1,3,313,New / Promising
DS-13180,David Smith,Corporate,9,2881.8128,163.6993,68,2017-12-07,2014-04-28,23,320.2014222222222,0.0012544888215058625,5,5,4,554,Champions
DV-13045,Darrin Van Huff,Corporate,5,1119.483,-427.184,28,2017-12-11,2016-06-12,19,223.89659999999998,0.00048732482185027677,5,2,2,522,Potential Loyalists
DV-13465,Dianna Vittorini,Consumer,6,3341.587,353.2127,62,2017-12-01,2014-06-22,29,556.9311666666666,0.001454634228007215,4,3,4,434,Loyal Customers
DW-13195,David Wiener,Corporate,6,1080.751,-86.87379999999999,39,2017-10-22,2014-01-18,69,180.12516666666667,0.00047046430230696535,3,3,2,332,Potential Loyalists
DW-13480,Dianna Wilson,Home Office,5,5271.628,1348.7556,38,2017-05-27,2014-06-01,217,1054.3256,0.0022948049911976605,2,2,5,225,Potential Loyalists
DW-13540,Don Weiss,Consumer,5,344.08,69.6672,21,2017-09-23,2016-02-27,98,68.816,0.00014978228762941754,3,2,1,321,New / Promising
DW-13585,Dorothy Wardle,Corporate,7,1204.854,-266.8966,44,2017-05-02,2014-08-24,242,172.122,0.0005244878760156192,1,3,2,132,New / Promising
Dl-13600,Dorris liebe,Corporate,5,755.602,175.2388,19,2017-09-02,2014-03-30,119,151.1204,0.0003289229135589489,2,2,1,221,At Risk
Dp-13240,Dean percer,Home Office,11,7198.7609999999995,333.36479999999995,99,2017-10-07,2014-05-26,84,654.4328181818181,0.003133709865953945,3,5,5,355,Champions
EA-14035,Erin Ashbrook,Corporate,13,2846.705,-52.74059999999998,87,2017-07-31,2014-09-13,152,218.97730769230768,0.001239205961131426,2,5,4,254,Loyal Customers
EB-13705,Ed Braxton,Corporate,9,3644.978,13.621500000000005,55,2017-11-12,2014-07-08,48,404.99755555555555,0.0015867040897433711,4,5,4,454,Champions
EB-13750,Edward Becker,Corporate,10,3236.314,-80.28599999999999,91,2017-11-25,2015-03-12,35,323.6314,0.0014088075866284318,4,5,4,454,Champions
EB-13840,Ellis Ballard,Corporate,5,4358.128,656.1988,41,2017-10-01,2014-05-30,90,871.6256,0.0018971471216630382,3,2,5,325,Loyal Customers
EB-13870,Emily Burns,Consumer,10,2767.219,261.5315,41,2017-09-21,2014-05-05,100,276.7219,0.0012046047203894128,3,5,4,354,Loyal Customers
EB-13930,Eric Barreto,Consumer,5,944.6000000000001,0.6042000000000058,24,2017-07-22,2014-02-02,161,188.92000000000002,0.00041119608490684676,2,2,1,221,At Risk
EB-13975,Erica Bern,Corporate,4,1643.255,162.8781,18,2017-12-30,2016-01-04,0,410.81375,0.0007153292637133182,5,1,2,512,Potential Loyalists
EB-14110,Eugene Barchas,Consumer,6,3071.126,184.7656,30,2017-09-08,2015-04-13,113,511.8543333333334,0.0013368992033195263,2,3,4,234,Potential Loyalists
EB-14170,Evan Bailliet,Consumer,6,1186.326,282.1701,20,2017-10-09,2014-09-29,82,197.721,0.0005164224080279481,3,3,2,332,Potential Loyalists
EC-14050,Erin Creighton,Consumer,5,461.914,96.4256,37,2017-11-07,2014-12-17,53,92.3828,0.00020107688795644843,3,2,1,321,New / Promising
ED-13885,Emily Ducich,Home Office,8,3484.92,670.4435000000001,54,2017-08-17,2014-08-09,135,435.615,0.0015170288590022954,2,4,4,244,Loyal Customers
EG-13900,Emily Grady,Consumer,5,1832.02,104.2656,44,2017-12-08,2015-11-02,22,366.404,0.0007975010072740221,5,2,3,523,Loyal Customers
EH-13765,Edward Hooks,Corporate,12,10310.880000000001,1393.5154,120,2017-08-17,2014-04-12,135,859.2400000000001,0.004488453830133716,2,5,5,255,Loyal Customers
EH-13945,Eric Hoffmann,Consumer,8,684.1709999999999,53.53980000000001,72,2017-05-27,2014-07-02,217,85.52137499999999,0.000297828114129581,2,4,1,241,New / Promising
EH-13990,Erica Hackney,Consumer,6,825.9499999999999,150.3759,20,2016-11-20,2014-01-15,405,137.65833333333333,0.0003595462696684417,1,3,1,131,At Risk
EH-14005,Erica Hernandez,Home Office,7,1219.53,-94.14079999999997,50,2017-12-28,2014-05-13,2,174.21857142857144,0.0005308765206716565,5,3,2,532,Loyal Customers
EH-14125,Eugene Hildebrand,Home Office,10,3082.653,96.27019999999999,76,2017-07-31,2014-10-19,152,308.26529999999997,0.0013419170492550768,2,5,4,254,Loyal Customers
EH-14185,Evan Henry,Consumer,6,923.884,242.1107,22,2017-09-16,2014-05-22,105,153.98066666666668,0.0004021781534068147,2,3,1,231,New / Promising
EJ-13720,Ed Jacobs,Consumer,4,2162.174,387.0176,31,2017-03-03,2014-01-27,302,540.5435,0.0009412211345409447,1,1,3,113,At Risk
EJ-14155,Eva Jacobs,Consumer,5,2656.691,451.87550000000005,31,2017-11-03,2014-03-03,57,531.3381999999999,0.001156490512393876,3,2,3,323,Potential Loyalists
EK-13795,Eileen Kiefer,Home Office,4,1303.478,97.10659999999999,18,2017-11-16,2014-03-18,44,325.8695,0.0005674201253040512,4,1,2,412,New / Promising
EL-13735,Ed Ludwig,Home Office,2,124.28,27.1154,9,2017-10-14,2016-04-22,77,62.14,5.410062400192982e-05,3,1,1,311,At Risk
EM-13810,Eleni McCrary,Corporate,5,2567.0099999999998,-133.8275,23,2017-08-20,2015-06-07,132,513.4019999999999,0.0011174512618216436,2,2,3,223,New / Promising
EM-13825,Elizabeth Moffitt,Corporate,8,2339.598,682.5541999999999,57,2017-11-05,2014-12-02,55,292.44975,0.0010184560002708964,3,4,3,343,Loyal Customers
EM-13960,Eric Murdock,Consumer,5,933.704,102.29599999999999,18,2017-08-01,2015-10-01,151,186.74079999999998,0.00040645292109026294,2,2,1,221,At Risk
EM-14065,Erin Mull,Consumer,4,228.99,40.15459999999999,22,2017-11-13,2014-07-22,47,57.2475,9.96821845043604e-05,4,1,1,411,New / Promising
EM-14095,Eudokia Martin,Corporate,4,1041.0420000000001,240.2362,34,2017-09-08,2015-08-07,113,260.26050000000004,0.0004531784825572661,2,1,2,212,At Risk
EM-14140,Eugene Moren,Home Office,6,4588.436000000001,1319.3655,74,2017-11-12,2014-07-19,48,764.7393333333334,0.0019974030478992506,4,3,5,435,Loyal Customers
EM-14200,Evan Minnotte,Home Office,3,366.822,21.7721,13,2017-07-25,2015-12-20,158,122.274,0.00015968216203440536,2,1,1,211,At Risk
EN-13780,Edward Nazzal,Consumer,4,2199.366,496.1131,27,2017-03-18,2015-05-30,287,549.8415,0.0009574112730015157,1,1,3,113,At Risk
EP-13915,Emily Phan,Consumer,17,5478.0608,144.9578,124,2017-12-18,2014-07-06,12,322.23887058823533,0.0023846677470269625,5,5,5,555,Champions
ER-13855,Elpida Rittenbach,Corporate,3,1245.788,-295.7398,27,2016-11-04,2015-12-21,421,415.2626666666667,0.000542306953444771,1,1,2,112,At Risk
ES-14020,Erica Smith,Consumer,5,3510.4579999999996,1003.2935,31,2017-11-20,2014-09-20,40,702.0916,0.001528145866853609,4,2,4,424,Loyal Customers
ES-14080,Erin Smith,Corporate,9,4657.924,246.6661,77,2017-12-02,2014-10-02,28,517.5471111111111,0.002027652035352148,4,5,5,455,Champions
FA-14230,Frank Atkinson,Corporate,7,2984.054,520.5229,58,2017-09-24,2014-09-19,97,426.2934285714286,0.0012989956827764298,3,3,4,334,Loyal Customers
FC-14245,Frank Carlisle,Home Office,7,3418.742,1217.1662000000001,50,2017-10-21,2015-06-13,70,488.39171428571433,0.0014882207555648984,3,3,4,334,Loyal Customers
FC-14335,Fred Chung,Corporate,7,3889.366,714.2926,37,2017-06-29,2014-10-10,184,555.6237142857143,0.0016930892144503523,2,3,4,234,Potential Loyalists
FG-14260,Frank Gastineau,Home Office,7,1383.144,394.73969999999997,48,2017-11-26,2014-05-21,34,197.592,0.0006020997222765145,4,3,2,432,Potential Loyalists
FH-14275,Frank Hawley,Corporate,10,4256.272,1073.2676,65,2017-11-23,2014-04-06,37,425.6272,0.0018528079427256343,4,5,4,454,Champions
FH-14350,Fred Harton,Consumer,4,2271.284,706.289,52,2017-06-01,2015-08-23,212,567.821,0.0009887180695654907,2,1,3,213,New / Promising
FH-14365,Fred Hopkins,Corporate,8,6987.196,2050.2826,52,2017-12-25,2014-10-20,5,873.3995,0.003041612999869553,5,4,5,545,Champions
FM-14215,Filia McAdams,Corporate,10,2456.638,249.6808,48,2017-12-23,2014-03-11,7,245.66379999999998,0.0010694049625591636,5,5,3,553,Champions
FM-14290,Frank Merwin,Home Office,9,3736.198,198.10949999999997,79,2017-11-24,2014-08-26,36,415.1331111111111,0.0016264132860859526,4,5,4,454,Champions
FM-14380,Fred McMath,Consumer,9,2523.266,191.4898,53,2017-08-07,2015-07-12,145,280.3628888888889,0.0010984089565726862,2,5,3,253,Loyal Customers
FO-14305,Frank Olsen,Consumer,10,2678.438,215.59689999999998,60,2017-11-22,2014-06-09,38,267.8438,0.0011659572509694312,4,5,3,453,Loyal Customers
FP-14320,Frank Preis,Consumer,8,4046.746,406.44730000000004,54,2017-12-07,2014-12-07,23,505.84325,0.0017615986786072859,5,4,4,544,Champions
FW-14395,Fred Wasserman,Corporate,3,79.75,23.491300000000003,9,2017-01-02,2015-03-22,362,26.583333333333332,3.4716163213340064e-05,1,1,1,111,Lost / Low Value
GA-14515,George Ashbrook,Consumer,8,3919.7760000000003,840.899,48,2017-08-03,2014-05-18,149,489.97200000000004,0.0017063270642725175,2,4,4,244,Loyal Customers
GA-14725,Guy Armstrong,Consumer,11,1398.382,136.70790000000002,79,2017-12-25,2014-02-11,5,127.12563636363637,0.0006087330124965129,5,5,2,552,Loyal Customers
GB-14530,George Bell,Corporate,11,1568.44,7.837100000000003,62,2017-10-29,2014-04-28,62,142.58545454545455,0.000682761367151487,3,5,2,352,Loyal Customers
GB-14575,Giulietta Baptist,Consumer,5,4716.288,1135.8393,63,2017-12-17,2015-06-12,13,943.2575999999999,0.0020530586077632247,5,2,5,525,Loyal Customers
GD-14590,Giulietta Dortch,Corporate,4,1888.07,230.93729999999996,25,2017-12-25,2014-05-05,5,472.0175,0.0008219002668114229,5,1,3,513,Potential Loyalists
GG-14650,Greg Guthrie,Corporate,9,2224.0,12.698500000000008,92,2017-11-17,2014-10-31,43,247.11111111111111,0.0009681347584510132,4,5,3,453,Loyal Customers
GH-14410,Gary Hansen,Home Office,9,2819.4669999999996,-576.8335,65,2017-10-16,2014-07-09,75,313.2741111111111,0.0012273489222147493,3,5,4,354,Loyal Customers
GH-14425,Gary Hwang,Consumer,4,4172.8460000000005,1176.4181,51,2017-11-10,2014-06-17,50,1043.2115000000001,0.0018164915711615453,4,1,4,414,Potential Loyalists
GH-14485,Gene Hale,Corporate,2,1361.2440000000001,-95.4498,15,2016-12-08,2015-10-08,387,680.6220000000001,0.0005925663809050769,1,1,2,112,At Risk
GH-14665,Greg Hansen,Consumer,2,146.94080000000002,-5.810200000000001,9,2017-12-28,2015-11-17,2,73.47040000000001,6.39651510407368e-05,5,1,1,511,New / Promising
GK-14620,Grace Kelly,Corporate,9,6497.27,1448.5525,66,2017-09-09,2014-06-25,112,721.9188888888889,0.0028283421412054924,2,5,5,255,Loyal Customers
GM-14440,Gary McGarr,Consumer,7,3582.8199999999997,347.266,43,2017-10-08,2014-03-21,83,511.83142857142855,0.001559645942119361,3,3,4,334,Loyal Customers
GM-14455,Gary Mitchum,Home Office,6,3078.624,793.2814000000001,54,2017-12-14,2014-04-11,16,513.1039999999999,0.0013401631756301672,5,3,4,534,Loyal Customers
GM-14500,Gene McClure,Consumer,10,1255.682,441.3185,53,2017-09-15,2014-08-09,106,125.5682,0.0005466139342451821,2,5,2,252,Potential Loyalists
GM-14680,Greg Matthias,Consumer,6,3163.628,35.48649999999999,31,2017-07-31,2014-05-10,152,527.2713333333334,0.0013771664701478696,2,3,4,234,Potential Loyalists
GM-14695,Greg Maxwell,Corporate,3,6049.966,188.7235,44,2017-09-04,2014-04-05,117,2016.6553333333334,0.0026336251672872493,2,1,5,215,Potential Loyalists
GP-14740,Guy Phonely,Corporate,2,236.53,31.837600000000002,21,2015-11-26,2014-04-06,765,118.265,0.00010296443993543982,1,1,1,111,Lost / Low Value
GR-14560,Georgia Rosenberg,Corporate,2,1284.38,359.83320000000003,23,2014-11-21,2014-11-19,1135,642.19,0.000559106529253288,1,1,2,112,At Risk
GT-14635,Grant Thornton,Corporate,3,9351.212,-4108.6589,26,2017-11-04,2014-06-06,56,3117.0706666666665,0.004070698458113406,3,1,5,315,Potential Loyalists
GT-14710,Greg Tran,Consumer,11,11820.119999999999,2163.4269,106,2017-11-24,2014-05-23,36,1074.5563636363636,0.005145444703714923,4,5,5,455,Champions
GT-14755,Guy Thornton,Consumer,4,226.436,-6.139200000000002,23,2017-11-26,2015-02-18,34,56.609,9.857039665675073e-05,4,1,1,411,New / Promising
GW-14605,Giulietta Weimer,Consumer,7,2189.019,-268.54229999999995,43,2017-12-02,2014-03-01,28,312.717,0.0009529070956878049,4,3,3,433,Loyal Customers
GZ-14470,Gary Zandusky,Consumer,9,4355.150000000001,1087.7539,48,2017-12-23,2014-08-05,7,483.9055555555556,0.0018958507613614796,5,5,5,555,Champions
GZ-14545,George Zrebassa,Corporate,4,2454.6220000000003,828.661,25,2017-07-26,2014-09-28,157,613.6555000000001,0.0010685273727781218,2,1,3,213,New / Promising
HA-14905,Helen Abelman,Consumer,7,2163.3,270.8574,45,2017-10-22,2014-06-30,69,309.04285714285714,0.0009417112962936497,3,3,3,333,Potential Loyalists
HA-14920,Helen Andreada,Consumer,8,2584.158,99.1445,72,2017-12-10,2014-10-11,20,323.01975,0.0011249159987091965,5,4,3,543,Loyal Customers
HD-14785,Harold Dahlen,Home Office,3,251.36,-135.87599999999998,31,2015-11-22,2014-05-11,769,83.78666666666668,0.0001094201226997512,1,1,1,111,Lost / Low Value
HE-14800,Harold Engle,Corporate,4,883.5319999999999,274.4028,44,2017-12-18,2016-01-30,12,220.88299999999998,0.00038461242778945165,5,1,1,511,New / Promising
HF-14995,Herbert Flentye,Consumer,7,2533.1639999999998,-13.876799999999989,70,2017-12-09,2014-05-26,21,361.8805714285714,0.0011027176786226629,5,4,3,543,Loyal Customers
HG-14845,Harry Greene,Consumer,5,785.628,147.0032,31,2017-11-06,2014-04-29,54,157.12560000000002,0.0003419936034228204,3,2,1,321,New / Promising
HG-14965,Henry Goldwyn,Corporate,12,3247.642,-2797.9635000000003,68,2017-12-07,2014-09-20,23,270.6368333333333,0.0014137388053980958,5,5,4,554,Champions
HG-15025,Hunter Glantz,Consumer,7,3690.284,804.6113,38,2017-12-24,2014-10-14,6,527.1834285714286,0.0016064263529476793,5,4,4,544,Champions
HH-15010,Hilary Holden,Corporate,2,218.668,86.7342,20,2017-10-19,2014-08-29,72,109.334,9.518889000043442e-05,3,1,1,311,At Risk
HJ-14875,Heather Jas,Home Office,5,358.1,98.6548,21,2017-08-26,2015-04-13,126,71.62,0.00015588536735670316,2,2,1,221,At Risk
HK-14890,Heather Kirkland,Corporate,8,4877.784,956.9451,64,2017-08-01,2014-06-10,151,609.723,0.002123359817723119,2,4,5,245,Loyal Customers
HL-15040,Hunter Lopez,Consumer,6,12873.297999999999,5622.4292000000005,50,2017-11-17,2014-01-20,43,2145.5496666666663,0.005603906137454096,4,3,5,435,Loyal Customers
HM-14860,Harry Marie,Corporate,10,8236.7648,2437.9836,76,2017-12-28,2014-07-21,2,823.6764800000001,0.003585565782403691,5,5,5,555,Champions
HM-14980,Henry MacAllister,Consumer,4,736.276,117.2755,29,2017-04-27,2015-10-02,247,184.069,0.0003205100662829488,1,1,1,111,Lost / Low Value
HP-14815,Harold Pawlan,Home Office,7,1990.314,373.8637,44,2017-11-30,2014-05-06,30,284.33057142857143,0.0008664083469566861,4,4,3,443,Loyal Customers
HR-14770,Hallie Redmond,Home Office,5,1299.288,185.5794,38,2017-12-17,2014-03-01,13,259.8576,0.0005655961663841277,5,2,2,522,Potential Loyalists
HR-14830,Harold Ryan,Corporate,7,5248.787,1196.9504,51,2017-07-24,2014-11-24,159,749.8267142857143,0.0022848620208659257,2,4,5,245,Loyal Customers
HW-14935,Helen Wasserman,Corporate,8,9300.254,2164.1611,85,2017-09-04,2015-09-27,117,1162.53175,0.004048515809272963,2,4,5,245,Loyal Customers
HZ-14950,Henia Zydlo,Consumer,5,886.52,-130.3879,21,2017-11-25,2016-03-14,35,177.304,0.00038591314121492456,4,2,1,421,New / Promising
